Name,Text,Type
880.Decoded-String-at-Index,"You are given an encoded string s. To decode the string to a tape, the encoded string is read one character at a time and the following steps are taken:Given an integer k, return the kth letter (1-indexed) in the decoded string. Example 1:Example 2:Example 3: Constraints:",Recursion
902.Numbers-At-Most-N-Given-Digit-Set,"Given an array of digits which is sorted in non-decreasing order. You can write numbers using each digits[i] as many times as we want. For example, if digits = ['1','3','5'], we may write numbers such as '13', '551', and '1351315'.Return the number of positive integers that can be generated that are less than or equal to a given integer n. Example 1:Example 2:Example 3: Constraints:",Recursion
964.Least-Operators-to-Express-Number,"Given a single positive integer x, we will write an expression of the form x (op1) x (op2) x (op3) x ... where each operator op1, op2, etc. is either addition, subtraction, multiplication, or division (+, -, *, or /). For example, with x = 3, we might write 3 * 3 / 3 + 3 - 3 which is a value of 3.When writing such an expression, we adhere to the following conventions:We would like to write an expression with the least number of operators such that the expression equals the given target. Return the least number of operators used. Example 1:Example 2:Example 3: Constraints:",Recursion
991.Broken-Calculator,"There is a broken calculator that has the integer startValue on its display initially. In one operation, you can:Given two integers startValue and target, return the minimum number of operations needed to display target on the calculator. Example 1:Example 2:Example 3: Constraints:",Recursion
1088.Confusing-Number-II,PREMIUMLOCKED,Recursion
1199.Minimum-Time-to-Build-Blocks,NOLEETCODE LINK,Recursion
1274.Number-of-Ships-in-a-Rectangle,PREMIUMLOCKED,Recursion
1415.The-k-th-Lexicographical-String-of-All-Happy-Strings-of-Length-n,NOLEETCODE LINK,Recursion
1553.Minimum-Number-of-Days-to-Eat-N-Oranges,NOLEETCODE LINK,Recursion
1611.Minimum-One-Bit-Operations-to-Make-Integers-Zero,NOLEETCODE LINK,Recursion
241.Different-Ways-to-Add-Parentheses,"Given a string expression of numbers and operators, return all possible results from computing all the different possible ways to group numbers and operators. You may return the answer in any order. Example 1:Example 2: Constraints:",Recursion
2019.The-Score-of-Students-Solving-Math-Expression,NOLEETCODE LINK,Recursion
679.24-Game,"You are given an integer array cards of length 4. You have four cards, each containing a number in the range [1, 9]. You should arrange the numbers on these cards in a mathematical expression using the operators ['+', '-', '*', '/'] and the parentheses '(' and ')' to get the value 24.You are restricted with the following rules:Return true if you can get such expression that evaluates to 24, and false otherwise. Example 1:Example 2: Constraints:",Recursion
464.Can-I-Win,"In the ""100 game"" two players take turns adding, to a running total, any integer from 1 to 10. The player who first causes the running total to reach or exceed 100 wins.What if we change the game so that players cannot re-use integers?For example, two players might take turns drawing from a common pool of numbers from 1 to 15 without replacement until they reach a total >= 100.Given two integers maxChoosableInteger and desiredTotal, return true if the first player to move can force a win, otherwise, return false. Assume both players play optimally. Example 1:Example 2:Example 3: Constraints:",Recursion
877.Stone-Game,"Alice and Bob play a game with piles of stones. There are an even number of piles arranged in a row, and each pile has a positive integer number of stones piles[i].The objective of the game is to end with the most stones. The total number of stones across all the piles is odd, so there are no ties.Alice and Bob take turns, with Alice starting first. Each turn, a player takes the entire pile of stones either from the beginning or from the end of the row. This continues until there are no more piles left, at which point the person with the most stones wins.Assuming Alice and Bob play optimally, return true if Alice wins the game, or false if Bob wins. Example 1:Example 2: Constraints:",Recursion
1140.Stone-Game-II,NOLEETCODE LINK,Recursion
1406.Stone-Game-III,NOLEETCODE LINK,Recursion
1510.Stone-Game-IV,NOLEETCODE LINK,Recursion
1563.Stone-Game-V,NOLEETCODE LINK,Dynamic_Programming
2029.Stone-Game-IX,NOTFOUND,Others
,NOLEETCODE LINK,Graph
332.Reconstruct-Itinerary,"You are given a list of airline tickets where tickets[i] = [fromi, toi] represent the departure and the arrival airports of one flight. Reconstruct the itinerary in order and return it.All of the tickets belong to a man who departs from ""JFK"", thus, the itinerary must begin with ""JFK"". If there are multiple valid itineraries, you should return the itinerary that has the smallest lexical order when read as a single string.You may assume all tickets form at least one valid itinerary. You must use all the tickets once and only once. Example 1:Example 2: Constraints:",DFS
2097.Valid-Arrangement-of-Pairs,NOLEETCODE LINK,Graph
753.Cracking-the-Safe,"There is a safe protected by a password. The password is a sequence of n digits where each digit can be in the range [0, k - 1].The safe has a peculiar way of checking the password. When you enter in a sequence, it checks the most recent n digits that were entered each time you type a digit.Return any string of minimum length that will unlock the safe at some point of entering it. Example 1:Example 2: Constraints:",Hash
1059.All-Paths-from-Source-Lead-to-Destination,NOLEETCODE LINK,Graph
1192.Critical-Connections-in-a-Network,"There are n servers numbered from 0 to n - 1 connected by undirected server-to-server connections forming a network where connections[i] = [ai, bi] represents a connection between servers ai and bi. Any server can reach other servers directly or indirectly through the network.A critical connection is a connection that, if removed, will make some servers unable to reach some other server.Return all critical connections in the network in any order. Example 1:Example 2: Constraints:",DFS
1719.Number-Of-Ways-To-Reconstruct-A-Tree,NOLEETCODE LINK,Graph
1761.Minimum-Degree-of-a-Connected-Trio-in-a-Graph,NOLEETCODE LINK,Graph
1782.Count-Pairs-Of-Nodes,NOLEETCODE LINK,Graph
1820.Maximum-Number-of-Accepted-Invitations,NOLEETCODE LINK,Graph
089.Gray-Code,"An n-bit gray code sequence is a sequence of 2n integers where:Given an integer n, return any valid n-bit gray code sequence. Example 1:Example 2: Constraints:",Math
233.Number-of-Digit-One,"Given an integer n, count the total number of digit 1 appearing in all non-negative integers less than or equal to n. Example 1:Example 2: Constraints:",Math
400.n-th-digit,"Sorry, but we can't find the page you are looking for...",Math
441.Arranging-Coins,NOLEETCODE LINK,Math
628.Maximum-Product-of-Three-Numbers,NOLEETCODE LINK,Math
672.Bulb-Switcher-II,NOTFOUND,Greedy
754.Reach-a-Number,"You are standing at position 0 on an infinite number line. There is a destination at position target.You can make some number of moves numMoves so that:Given the integer target, return the minimum number of moves required (i.e., the minimum numMoves) to reach the destination. Example 1:Example 2: Constraints:",Math
829.Consecutive-Numbers-Sum,"Given an integer n, return the number of ways you can write n as the sum of consecutive positive integers. Example 1:Example 2:Example 3: Constraints:",Math
878.Nth-Magical-Number,"A positive integer is magical if it is divisible by either a or b.Given the three integers n, a, and b, return the nth magical number. Since the answer may be very large, return it modulo 109 + 7. Example 1:Example 2: Constraints:",Math
883.Projection-Area-of-3D-Shapes,"You are given an n x n grid where we place some 1 x 1 x 1 cubes that are axis-aligned with the x, y, and z axes.Each value v = grid[i][j] represents a tower of v cubes placed on top of the cell (i, j).We view the projection of these cubes onto the xy, yz, and zx planes.A projection is like a shadow, that maps our 3-dimensional figure to a 2-dimensional plane. We are viewing the ""shadow"" when looking at the cubes from the top, the front, and the side.Return the total area of all three projections. Example 1:Example 2:Example 3: Constraints:",Math
891.Sum-of-Subsequence-Widths,"The width of a sequence is the difference between the maximum and minimum elements in the sequence.Given an array of integers nums, return the sum of the widths of all the non-empty subsequences of nums. Since the answer may be very large, return it modulo 109 + 7.A subsequence is a sequence that can be derived from an array by deleting some or no elements without changing the order of the remaining elements. For example, [3,6,2,7] is a subsequence of the array [0,3,1,6,2,2,7]. Example 1:Example 2: Constraints:",Math
899.Orderly-Queue,You are given a string s and an integer k. You can choose one of the first k letters of s and append it at the end of the string..Return the lexicographically smallest string you could have after applying the mentioned step any number of moves. Example 1:Example 2: Constraints:,Math
963.Minimum-Area-Rectangle-II,"You are given an array of points in the X-Y plane points where points[i] = [xi, yi].Return the minimum area of any rectangle formed from these points, with sides not necessarily parallel to the X and Y axes. If there is not any such rectangle, return 0.Answers within 10-5 of the actual answer will be accepted. Example 1:Example 2:Example 3: Constraints:",Math
964.Least-Operators-to-Express-Number,"Given a single positive integer x, we will write an expression of the form x (op1) x (op2) x (op3) x ... where each operator op1, op2, etc. is either addition, subtraction, multiplication, or division (+, -, *, or /). For example, with x = 3, we might write 3 * 3 / 3 + 3 - 3 which is a value of 3.When writing such an expression, we adhere to the following conventions:We would like to write an expression with the least number of operators such that the expression equals the given target. Return the least number of operators used. Example 1:Example 2:Example 3: Constraints:",Recursion
972.Equal-Rational-Numbers,"Given two strings s and t, each of which represents a non-negative rational number, return true if and only if they represent the same number. The strings may use parentheses to denote the repeating part of the rational number.A rational number can be represented using up to three parts: <IntegerPart>, <NonRepeatingPart>, and a <RepeatingPart>. The number will be represented in one of the following three ways:The repeating portion of a decimal expansion is conventionally denoted within a pair of round brackets. For example: Example 1:Example 2:Example 3: Constraints:",Math
1012.Numbers-With-Repeated-Digits,"Given an integer n, return the number of positive integers in the range [1, n] that have at least one repeated digit. Example 1:Example 2:Example 3: Constraints:",Math
1017.Convert-to-Base--2,"Sorry, but we can't find the page you are looking for...",Math
1073.Adding-Two-Negabinary-Numbers,"Given two numbers arr1 and arr2 in base -2, return the result of adding them together.Each number is given in array format:  as an array of 0s and 1s, from most significant bit to least significant bit.  For example, arr = [1,1,0,1] represents the number (-2)^3 + (-2)^2 + (-2)^0 = -3.  A number arr in array, format is also guaranteed to have no leading zeros: either arr == [0] or arr[0] == 1.Return the result of adding arr1 and arr2 in the same format: as an array of 0s and 1s with no leading zeros. Example 1:Example 2:Example 3: Constraints:",Math
1025.Divisor-Game,"Alice and Bob take turns playing a game, with Alice starting first.Initially, there is a number n on the chalkboard. On each player's turn, that player makes a move consisting of:Also, if a player cannot make a move, they lose the game.Return true if and only if Alice wins the game, assuming both players play optimally. Example 1:Example 2: Constraints:",Math
1040.Moving-Stones-Until-Consecutive-II,"There are some stones in different positions on the X-axis. You are given an integer array stones, the positions of the stones.Call a stone an endpoint stone if it has the smallest or largest position. In one move, you pick up an endpoint stone and move it to an unoccupied position so that it is no longer an endpoint stone.The game ends when you cannot make any more moves (i.e., the stones are in three consecutive positions).Return an integer array answer of length 2 where: Example 1:Example 2: Constraints:",Math
1015.Smallest-Integer-Divisible-by-K,"Given a positive integer k, you need to find the length of the smallest positive integer n such that n is divisible by k, and n only contains the digit 1.Return the length of n. If there is no such n, return -1.Note: n may not fit in a 64-bit signed integer. Example 1:Example 2:Example 3: Constraints:",Math
1103.Distribute-Candies-to-People,"We distribute some number of candies, to a row of n = num_people people in the following way:We then give 1 candy to the first person, 2 candies to the second person, and so on until we give n candies to the last person.Then, we go back to the start of the row, giving n + 1 candies to the first person, n + 2 candies to the second person, and so on until we give 2 * n candies to the last person.This process repeats (with us giving one more candy each time, and moving to the start of the row after we reach the end) until we run out of candies.  The last person will receive all of our remaining candies (not necessarily one more than the previous gift).Return an array (of length num_people and sum candies) that represents the final distribution of candies. Example 1:Example 2: Constraints:",Math
1250.Check-If-It-Is-a-Good-Array,"Given an array nums of positive integers. Your task is to select some subset of nums, multiply each element by an integer and add all these numbers. The array is said to be good if you can obtain a sum of 1 from the array by any possible subset and multiplicand.Return True if the array is good otherwise return False. Example 1:Example 2:Example 3: Constraints:",Math
1605.Find-Valid-Matrix-Given-Row-and-Column-Sums,NOLEETCODE LINK,Math
1680.Concatenation-of-Consecutive-Binary-Numbers,NOLEETCODE LINK,Math
1739.Building-Boxes,NOLEETCODE LINK,Math
1806.Minimum-Number-of-Operations-to-Reinitialize-a-Permutation,NOLEETCODE LINK,Math
1969.Minimum-Non-Zero-Product-of-the-Array-Elements,NOLEETCODE LINK,Math
296.Best-Meeting-Point,PREMIUMLOCKED,Math
2033.Minimum-Operations-to-Make-a-Uni-Value-Grid,NOLEETCODE LINK,Math
1703.Minimum-Adjacent-Swaps-for-K-Consecutive-Ones,NOLEETCODE LINK,Math
1478.Allocate-Mailboxes,NOLEETCODE LINK,Dynamic_Programming
1131.Maximum-of-Absolute-Value-Expression,"Given two arrays of integers with equal lengths, return the maximum value of:|arr1[i] - arr1[j]| + |arr2[i] - arr2[j]| + |i - j|where the maximum is taken over all 0 <= i, j < arr1.length. Example 1:Example 2: Constraints:",Math
1956.Minimum-Time-For-K-Virus-Variants-to-Spread,NOLEETCODE LINK,Math
223.Rectangle-Area,"Given the coordinates of two rectilinear rectangles in a 2D plane, return the total area covered by the two rectangles.The first rectangle is defined by its bottom-left corner (ax1, ay1) and its top-right corner (ax2, ay2).The second rectangle is defined by its bottom-left corner (bx1, by1) and its top-right corner (bx2, by2). Example 1:Example 2: Constraints:",Math
335.Self-Crossing,"You are given an array of integers distance.You start at point (0,0) on an X-Y plane and you move distance[0] meters to the north, then distance[1] meters to the west, distance[2] meters to the south, distance[3] meters to the east, and so on. In other words, after each move, your direction changes counter-clockwise.Return true if your path crosses itself, and false if it does not. Example 1:Example 2:Example 3: Constraints:",Math
587.Erect-the-Fence,"You are given an array trees where trees[i] = [xi, yi] represents the location of a tree in the garden.You are asked to fence the entire garden using the minimum length of rope as it is expensive. The garden is well fenced only if all the trees are enclosed.Return the coordinates of trees that are exactly located on the fence perimeter. Example 1:Example 2: Constraints:",Math
593.Valid-Square,"Given the coordinates of four points in 2D space p1, p2, p3 and p4, return true if the four points construct a square.The coordinate of a point pi is represented as [xi, yi]. The input is not given in any order.A valid square has four equal sides with positive length and four equal angles (90-degree angles). Example 1:Example 2:Example 3: Constraints:",Math
858.Mirror-Reflection,"There is a special square room with mirrors on each of the four walls. Except for the southwest corner, there are receptors on each of the remaining corners, numbered 0, 1, and 2.The square room has walls of length p and a laser ray from the southwest corner first meets the east wall at a distance q from the 0th receptor.Given the two integers p and q, return the number of the receptor that the ray meets first.The test cases are guaranteed so that the ray will meet a receptor eventually. Example 1:Example 2: Constraints:",Math
1401.Circle-and-Rectangle-Overlapping,NOLEETCODE LINK,Math
1453.Maximum-Number-of-Darts-Inside-of-a-Circular-Dartboard,NOLEETCODE LINK,Math
1610.Maximum-Number-of-Visible-Points,NOLEETCODE LINK,Math
382.Linked-List-Random-Node,"Given a singly linked list, return a random node's value from the linked list. Each node must have the same probability of being chosen.Implement the Solution class: Example 1: Constraints: Follow up:",Math
470.Implement-Rand10--Using-Rand7,"Sorry, but we can't find the page you are looking for...",Math
478.Generate-Random-Point-in-a-Circle,"Given the radius and the position of the center of a circle, implement the function randPoint which generates a uniform random point inside the circle.Implement the Solution class: Example 1: Constraints:",Math
497.Random-Point-in-Non-overlapping-Rectangles,"You are given an array of non-overlapping axis-aligned rectangles rects where rects[i] = [ai, bi, xi, yi] indicates that (ai, bi) is the bottom-left corner point of the ith rectangle and (xi, yi) is the top-right corner point of the ith rectangle. Design an algorithm to pick a random integer point inside the space covered by one of the given rectangles. A point on the perimeter of a rectangle is included in the space covered by the rectangle.Any integer point inside the space covered by one of the given rectangles should be equally likely to be returned.Note that an integer point is a point that has integer coordinates.Implement the Solution class: Example 1: Constraints:",Math
519.Random-Flip-Matrix,"There is an m x n binary grid matrix with all the values set 0 initially. Design an algorithm to randomly pick an index (i, j) where matrix[i][j] == 0 and flips it to 1. All the indices (i, j) where matrix[i][j] == 0 should be equally likely to be returned.Optimize your algorithm to minimize the number of calls made to the built-in random function of your language and optimize the time and space complexity.Implement the Solution class: Example 1: Constraints:",Math
528.Random-Pick-with-Weight,"You are given a 0-indexed array of positive integers w where w[i] describes the weight of the ith index.You need to implement the function pickIndex(), which randomly picks an index in the range [0, w.length - 1] (inclusive) and returns it. The probability of picking an index i is w[i] / sum(w). Example 1:Example 2: Constraints:",Math
710.Random-Pick-with-Blacklist,"You are given an integer n and an array of unique integers blacklist. Design an algorithm to pick a random integer in the range [0, n - 1] that is not in blacklist. Any integer that is in the mentioned range and not in blacklist should be equally likely to be returned.Optimize your algorithm such that it minimizes the number of calls to the built-in random function of your language.Implement the Solution class: Example 1: Constraints:",Math
1227.Airplane-Seat-Assignment-Probability,"n passengers board an airplane with exactly n seats. The first passenger has lost the ticket and picks a seat randomly. But after that, the rest of the passengers will:Return the probability that the nth person gets his own seat. Example 1:Example 2: Constraints:",Math
046.Permutations,"Given an array nums of distinct integers, return all the possible permutations. You can return the answer in any order. Example 1:Example 2:Example 3: Constraints:",Math
047.Permutations-II,"Given a collection of numbers, nums, that might contain duplicates, return all possible unique permutations in any order. Example 1:Example 2: Constraints:",Math
060.Permutation-Sequence,"The set [1, 2, 3, ..., n] contains a total of n! unique permutations.By listing and labeling all of the permutations in order, we get the following sequence for n = 3:Given n and k, return the kth permutation sequence. Example 1:Example 2:Example 3: Constraints:",Math
1286.Iterator-for-Combination,Design the CombinationIterator class: Example 1: Constraints:,Math
1359.Count-All-Valid-Pickup-and-Delivery-Options,"Given n orders, each order consist in pickup and delivery services. Count all valid pickup/delivery possible sequences such that delivery(i) is always after of pickup(i). Since the answer may be too large, return it modulo 10^9 + 7. Example 1:Example 2:Example 3: Constraints:",Math
1467.Probability-of-a-Two-Boxes-Having-The-Same-Number-of-Distinct-Balls,NOLEETCODE LINK,Math
1641.Count-Sorted-Vowel-Strings,NOLEETCODE LINK,Math
1643.Kth-Smallest-Instructions,NOLEETCODE LINK,Math
1735.Count-Ways-to-Make-Array-With-Product,NOLEETCODE LINK,Math
1830.Minimum-Number-of-Operations-to-Make-String-Sorted,NOLEETCODE LINK,Math
1866.Number-of-Ways-to-Rearrange-Sticks-With-K-Sticks-Visible,NOLEETCODE LINK,Math
1916.Count-Ways-to-Build-Rooms-in-an-Ant-Colony,NOLEETCODE LINK,Math
343.Integer-Break,"Given an integer n, break it into the sum of k positive integers, where k >= 2, and maximize the product of those integers.Return the maximum product you can get. Example 1:Example 2: Constraints:",Math
365.Water-and-Jug-Problem,"You are given two jugs with capacities jug1Capacity and jug2Capacity liters. There is an infinite amount of water supply available. Determine whether it is possible to measure exactly targetCapacity liters using these two jugs.If targetCapacity liters of water are measurable, you must have targetCapacity liters of water contained within one or both buckets by the end.Operations allowed: Example 1:Example 2:Example 3: Constraints:",Math
1808.Maximize-Number-of-Nice-Divisors,NOLEETCODE LINK,Math
055.Jump-Game,NOLEETCODE LINK,Greedy
045.Jump-Game-II,"Given an array of non-negative integers nums, you are initially positioned at the first index of the array.Each element in the array represents your maximum jump length at that position.Your goal is to reach the last index in the minimum number of jumps.You can assume that you can always reach the last index. Example 1:Example 2: Constraints:",Greedy
134.Gas-Station,"There are n gas stations along a circular route, where the amount of gas at the ith station is gas[i].You have a car with an unlimited gas tank and it costs cost[i] of gas to travel from the ith station to its next (i + 1)th station. You begin the journey with an empty tank at one of the gas stations.Given two integer arrays gas and cost, return the starting gas station's index if you can travel around the circuit once in the clockwise direction, otherwise return -1. If there exists a solution, it is guaranteed to be unique Example 1:Example 2: Constraints:",Greedy
221.Maximal-Square,"Given an m x n binary matrix filled with 0's and 1's, find the largest square containing only 1's and return its area. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
229.Majority-Element-II,"Given an integer array of size n, find all elements that appear more than ⌊ n/3 ⌋ times. Example 1:Example 2:Example 3: Constraints: Follow up: Could you solve the problem in linear time and in O(1) space?",Greedy
659.Split-Array-into-Consecutive-Subsequences,"You are given an integer array nums that is sorted in non-decreasing order.Determine if it is possible to split nums into one or more subsequences such that both of the following conditions are true:Return true if you can split nums according to the above conditions, or false otherwise.A subsequence of an array is a new array that is formed from the original array by deleting some (can be none) of the elements without disturbing the relative positions of the remaining elements. (i.e., [1,3,5] is a subsequence of [1,2,3,4,5] while [1,3,2] is not). Example 1:Example 2:Example 3: Constraints:",Greedy
484.Find-Permutation,PREMIUMLOCKED,Greedy
386.Lexicographical-Numbers,"Given an integer n, return all the numbers in the range [1, n] sorted in lexicographical order.You must write an algorithm that runs in O(n) time and uses O(1) extra space.  Example 1:Example 2: Constraints:",Greedy
665.Non-decreasing-Array,"Given an array nums with n integers, your task is to check if it could become non-decreasing by modifying at most one element.We define an array is non-decreasing if nums[i] <= nums[i + 1] holds for every i (0-based) such that (0 <= i <= n - 2). Example 1:Example 2: Constraints:",Greedy
330.Patching-Array,"Given a sorted integer array nums and an integer n, add/patch elements to the array such that any number in the range [1, n] inclusive can be formed by the sum of some elements in the array.Return the minimum number of patches required. Example 1:Example 2:Example 3: Constraints:",Greedy
683.K-Empty-Slots,PREMIUMLOCKED,Greedy
517.Super-Washing-Machines,"You have n super washing machines on a line. Initially, each washing machine has some dresses or is empty.For each move, you could choose any m (1 <= m <= n) washing machines, and pass one dress of each washing machine to one of its adjacent washing machines at the same time.Given an integer array machines representing the number of dresses in each washing machine from left to right on the line, return the minimum number of moves to make all the washing machines have the same number of dresses. If it is not possible to do it, return -1. Example 1:Example 2:Example 3: Constraints:",Greedy
781.Rabbits-in-Forest,NOLEETCODE LINK,Greedy
881.Boats-to-Save-People,"You are given an array people where people[i] is the weight of the ith person, and an infinite number of boats where each boat can carry a maximum weight of limit. Each boat carries at most two people at the same time, provided the sum of the weight of those people is at most limit.Return the minimum number of boats to carry every given person. Example 1:Example 2:Example 3: Constraints:",Greedy
910.Smallest-Range-II,"You are given an integer array nums and an integer k.For each index i where 0 <= i < nums.length, change nums[i] to be either nums[i] + k or nums[i] - k.The score of nums is the difference between the maximum and minimum elements in nums.Return the minimum score of nums after changing the values at each index. Example 1:Example 2:Example 3: Constraints:",Greedy
936.Stamping-The-Sequence,"You are given two strings stamp and target. Initially, there is a string s of length target.length with all s[i] == '?'.In one turn, you can place stamp over s and replace every letter in the s with the corresponding letter from stamp.We want to convert s to target using at most 10 * target.length turns.Return an array of the index of the left-most letter being stamped at each turn. If we cannot obtain target from s within 10 * target.length turns, return an empty array. Example 1:Example 2: Constraints:",Greedy
948.Bag-of-Tokens,"You have an initial power of power, an initial score of 0, and a bag of tokens where tokens[i] is the value of the ith token (0-indexed).Your goal is to maximize your total score by potentially playing each token in one of two ways:Each token may be played at most once and in any order. You do not have to play all the tokens.Return the largest possible score you can achieve after playing any number of tokens. Example 1:Example 2:Example 3: Constraints:",Greedy
968.Binary-Tree-Cameras,"You are given the root of a binary tree. We install cameras on the tree nodes where each camera at a node can monitor its parent, itself, and its immediate children.Return the minimum number of cameras needed to monitor all nodes of the tree. Example 1:Example 2: Constraints:",Greedy
955.Delete-Columns-to-Make-Sorted-II,NOLEETCODE LINK,Greedy
1040.Moving-Stones-Until-Consecutive-II,"There are some stones in different positions on the X-axis. You are given an integer array stones, the positions of the stones.Call a stone an endpoint stone if it has the smallest or largest position. In one move, you pick up an endpoint stone and move it to an unoccupied position so that it is no longer an endpoint stone.The game ends when you cannot make any more moves (i.e., the stones are in three consecutive positions).Return an integer array answer of length 2 where: Example 1:Example 2: Constraints:",Greedy
1191.K-Concatenation-Maximum-Sum,"Given an integer array arr and an integer k, modify the array by repeating it k times.For example, if arr = [1, 2] and k = 3 then the modified array will be [1, 2, 1, 2, 1, 2].Return the maximum sub-array sum in the modified array. Note that the length of the sub-array can be 0 and its sum in that case is 0.As the answer can be very large, return the answer modulo 109 + 7. Example 1:Example 2:Example 3: Constraints:",Greedy
1253.Reconstruct-a-2-Row-Binary-Matrix,"Given the following details of a matrix with n columns and 2 rows :Your task is to reconstruct the matrix with upper, lower and colsum.Return it as a 2-D integer array.If there are more than one valid solution, any of them will be accepted.If no valid solution exists, return an empty 2-D array. Example 1:Example 2:Example 3: Constraints:",Greedy
1354.Construct-Target-Array-With-Multiple-Sums,NOLEETCODE LINK,Greedy
1414.Find-the-Minimum-Number-of-Fibonacci-Numbers-Whose-Sum-Is-K,NOLEETCODE LINK,Greedy
1488.Avoid-Flood-in-The-City,NOLEETCODE LINK,Greedy
1505.Minimum-Possible-Integer-After-at-Most-K-Adjacent-Swaps-On-Digits,NOLEETCODE LINK,Greedy
1526.Minimum-Number-of-Increments-on-Subarrays-to-Form-a-Target-Array,NOLEETCODE LINK,Greedy
1535.Find-the-Winner-of-an-Array-Game,NOLEETCODE LINK,Greedy
1536.Minimum-Swaps-to-Arrange-a-Binary-Grid,NOLEETCODE LINK,Greedy
1540.Can-Convert-String-in-K-Moves,NOLEETCODE LINK,Greedy
1567.Maximum-Length-of-Subarray-With-Positive-Product,NOLEETCODE LINK,Greedy
1578.Minimum-Deletion-Cost-to-Avoid-Repeating-Letters,NOLEETCODE LINK,Greedy
1585.Check-If-String-Is-Transformable-With-Substring-Sort-Operations,NOLEETCODE LINK,Greedy
1657.Determine-if-Two-Strings-Are-Close,NOLEETCODE LINK,Greedy
1702.Maximum-Binary-String-After-Change,NOLEETCODE LINK,Greedy
1717.Maximum-Score-From-Removing-Substrings,NOLEETCODE LINK,Greedy
1727.Largest-Submatrix-With-Rearrangements,NOLEETCODE LINK,Greedy
1744.Can-You-Eat-Your-Favorite-Candy-on-Your-Favorite-Day,NOLEETCODE LINK,Greedy
1788.Maximize-the-Beauty-of-the-Garden,NOLEETCODE LINK,Greedy
1818.Minimum-Absolute-Sum-Difference,NOLEETCODE LINK,Greedy
1850.Minimum-Adjacent-Swaps-to-Reach-the-Kth-Smallest-Number,NOLEETCODE LINK,Greedy
1911.Maximum-Alternating-Subsequence-Sum,NOLEETCODE LINK,Greedy
1982.Find-Array-Given-Subset-Sums,NOLEETCODE LINK,Greedy
2086.Minimum-Number-of-Buckets-Required-to-Collect-Rainwater-from-Houses,NOLEETCODE LINK,Greedy
2136.Earliest-Possible-Day-of-Full-Bloom,NOLEETCODE LINK,Greedy
300.Longest-Increasing-Subsequence,EMPTY,Greedy
354.Russian-Doll-Envelopes,"You are given a 2D array of integers envelopes where envelopes[i] = [wi, hi] represents the width and the height of an envelope.One envelope can fit into another if and only if both the width and height of one envelope are greater than the other envelope's width and height.Return the maximum number of envelopes you can Russian doll (i.e., put one inside the other).Note: You cannot rotate an envelope. Example 1:Example 2: Constraints:",Greedy
1713.Minimum-Operations-to-Make-a-Subsequence,NOLEETCODE LINK,Greedy
1964.Find-the-Longest-Valid-Obstacle-Course-at-Each-Position,NOLEETCODE LINK,Greedy
2111.Minimum-Operations-to-Make-the-Array-K-Increasing,NOLEETCODE LINK,Greedy
135.Candy,There are n children standing in a line. Each child is assigned a rating value given in the integer array ratings.You are giving candies to these children subjected to the following requirements:Return the minimum number of candies you need to have to distribute the candies to the children. Example 1:Example 2: Constraints:,Greedy
1840.Maximum-Building-Height,NOLEETCODE LINK,Greedy
1846.Maximum-Element-After-Decreasing-and-Rearranging,NOLEETCODE LINK,Greedy
042.Trapping-Rain-Water,"Given n non-negative integers representing an elevation map where the width of each bar is 1, compute how much water it can trap after raining. Example 1:Example 2: Constraints:",Others
334.Increasing-Triplet-Subsequence,"Given an integer array nums, return true if there exists a triple of indices (i, j, k) such that i < j < k and nums[i] < nums[j] < nums[k]. If no such indices exists, return false. Example 1:Example 2:Example 3: Constraints: ",Greedy
907.Sum-of-Subarray-Minimums,"Given an array of integers arr, find the sum of min(b), where b ranges over every (contiguous) subarray of arr. Since the answer may be large, return the answer modulo 109 + 7. Example 1:Example 2: Constraints:",Stack
1525.Number-of-Good-Ways-to-Split-a-String,NOLEETCODE LINK,Greedy
1638.Count-Substrings-That-Differ-by-One-Character,NOLEETCODE LINK,Dynamic_Programming
1653.Minimum-Deletions-to-Make-String-Balanced,NOLEETCODE LINK,Greedy
1664.Ways-to-Make-a-Fair-Array,NOLEETCODE LINK,Greedy
1671.Minimum-Number-of-Removals-to-Make-Mountain-Array,NOLEETCODE LINK,Greedy
1769.Minimum-Number-of-Operations-to-Move-All-Balls-to-Each-Box,NOLEETCODE LINK,Greedy
1888.Minimum-Number-of-Flips-to-Make-the-Binary-String-Alternating,NOLEETCODE LINK,Greedy
524.Longest-Word-in-Dictionary-through-Deleting,NOLEETCODE LINK,Greedy
727.Minimum-Window-Subsequence,PREMIUMLOCKED,Greedy
792.Number-of-Matching-Subsequences,NOLEETCODE LINK,Greedy
1055.Shortest-Way-to-Form-String,NOLEETCODE LINK,Greedy
2055.Plates-Between-Candles,NOLEETCODE LINK,Greedy
179.Largest-Number,NOLEETCODE LINK,Greedy
581.shortest-unsorted-continuous-subarray,"Given an integer array nums, you need to find one continuous subarray that if you only sort this subarray in ascending order, then the whole array will be sorted in ascending order.Return the shortest such subarray and output its length. Example 1:Example 2:Example 3: Constraints: ",Greedy
